Wirtschaftszweig;Anlagegüter;Nutzungsdauer (ND) i.J.;Linearer AfA-Satz v.H.
Landwirtschaft und Tierzucht;Fütterungsanlagen (Kettensystem) ;8;12
Landwirtschaft und Tierzucht;Geflügelaufzucht- und Legebatterien ;8;12
Landwirtschaft und Tierzucht;Schlachtereieinrichtung ;8;12
Landwirtschaft und Tierzucht;Biogasanlagen ;16;6
Landwirtschaft und Tierzucht;Dosier-, Mahl- und Mischanlagen ;10;10
Landwirtschaft und Tierzucht;Flachschieberentmistung ;10;10
Landwirtschaft und Tierzucht;Flüssigmistbelüftung ;10;10
Landwirtschaft und Tierzucht;Futtermischer ;12;8
Landwirtschaft und Tierzucht;Futtermittelsilos ;16;6
Landwirtschaft und Tierzucht;Stahlblech, Beton ;20;5
